event_id,Words,POS,Index,Tag,Labels,Tag2
2,dead,JJ,147,O,0.0,O
2, and ,CC,151,O,0.0,O
2,380,CD,156,O,0.0,O
2,others,NNS,160,O,0.0,O
2,injured,VBN,167,O,0.0,O
3,The,DT,0,O,0.0,O
3,EUUkraine,NN,4,O,0.0,O
3,Free,NNP,14,O,0.0,O
3,Trade,NNP,19,O,0.0,O
3,deal,NN,25,O,0.0,O
3,officially,RB,30,O,0.0,O
3,comes,VBZ,41,O,0.0,O
3,into,IN,47,O,0.0,O
3,force,NN,52,arg,1.0,O
3,coinciding,VBG,58,O,0.0,O
3,with,IN,69,O,0.0,relation
3, a ,DT,74,O,0.0,O
3,Russian,NNP,76,arg,1.0,O
3,food,NN,84,arg,1.0,O
3,embargo,NN,89,arg,1.0,O
3, on ,IN,96,O,0.0,O
3,Ukraine,NNP,6,O,0.0,O
4,The,DT,0,O,0.0,O
4,twochild,NN,4,O,0.0,O
4,policy,NN,13,arg,1.0,O
4,takes,VBZ,20,O,0.0,O
4,effect,NN,26,O,0.0,O
4, in ,IN,32,O,0.0,O
4,China,NNP,36,O,0.0,O
4,allowing,VBG,42,O,0.0,O
4,couples,NNS,51,O,0.0,O
4,country,NN,62,O,0.0,O
4,to,TO,70,O,0.0,O
4,have,VBP,73,O,0.0,O
4,at,IN,78,arg,1.0,O
4,most,RBS,81,arg,1.0,O
4,children,NNS,90,arg,1.0,O
4,replacing,VBG,99,O,0.0,relation
4,controversial,JJ,109,arg,1.0,O
4,onechild,NN,123,arg,1.0,O
DT,.,.,B-NP,O,0.0,O
4,change,NN,144,O,0.0,O
4,law,NN,154,O,0.0,O
4,was,VBD,158,O,0.0,O
4,announced,VBD,162,O,0.0,O
4,by,IN,172,O,0.0,O
4,ruling,NN,175,O,0.0,O
4,Communist,NNP,182,O,0.0,O
4,Party,NNP,192,O,0.0,O
4, on ,IN,197,O,0.0,O
4,October,NNP,201,O,0.0,O
4,29,CD,209,O,0.0,O
4, and ,CC,211,O,0.0,O
4,passed,VBN,216,O,0.0,O
4,Standing,VBG,223,O,0.0,O
4,Committee,NNP,232,O,0.0,O
4,of,IN,242,O,0.0,O
4,National,NNP,245,O,0.0,O
4,Peoples,NNPS,254,O,0.0,O
4,Congress,NNP,262,O,0.0,O
4,December,NNP,274,O,0.0,O
4,27,CD,283,O,0.0,O
4,five,CD,286,O,0.0,O
4,days,NNS,291,O,0.0,O
4,prior,RB,296,O,0.0,O
4,its,PRP$,305,O,0.0,O
5,Alafur,NNP,0,arg,1.0,O
5,Ragnar,NNP,7,arg,1.0,O
5,GrAmsson,NN,14,arg,1.0,O
5,who,WP,23,O,0.0,O
5,has,VBZ,27,O,0.0,relation
5,been,VBN,31,O,0.0,relation
5,President,NNP,36,arg,1.0,O
5,of,IN,46,O,0.0,O
5,Iceland,NNP,49,O,0.0,O
5,for,IN,57,O,0.0,O
5,20,CD,61,O,0.0,O
5,years,NNS,64,O,0.0,O
5,announces,VBZ,70,O,0.0,O
5, in ,IN,79,O,0.0,O
5,his,PRP$,83,O,0.0,O
5,new,JJ,87,O,0.0,O
5,speech,NN,96,O,0.0,O
5,that,IN,103,O,0.0,O
5,he,PRP,108,O,0.0,O
5,will,MD,111,O,0.0,O
5,not,RB,116,O,0.0,O
5,seek,VB,120,O,0.0,O
5,reelection,NN,125,O,0.0,O
5, a ,DT,140,O,0.0,O
5,sixth,JJ,142,O,0.0,O
5,term,NN,148,O,0.0,O
5,when,WRB,153,O,0.0,O
5,presidential,JJ,158,O,0.0,O
5,elections,NNS,171,O,0.0,O
5,held,VBN,189,O,0.0,O
5,June,NNP,197,O,0.0,O
6,Heavily,RB,0,O,0.0,O
6,armed,VBN,8,O,0.0,O
6,Terrorists,NNP,14,O,0.0,O
6,reportedly,RB,25,O,0.0,O
6,members,NNS,36,O,0.0,O
6,of,IN,44,O,0.0,O
6,JaisheMohammed,VBN,47,arg,1.0,O
6,attack,NN,62,O,0.0,relation
6,an,DT,69,arg,1.0,O
6,Indian,NNP,72,arg,1.0,O
6,Air,NNP,79,arg,1.0,O
6,Force,NNP,83,arg,1.0,O
6,base,NN,89,arg,1.0,O
6, in ,IN,93,O,0.0,O
6,Pathankot,NNP,97,O,0.0,O
6,Punjab,NNP,107,O,0.0,O
6,three,CD,114,O,0.0,O
6,security,NN,120,O,0.0,O
6,force,NN,129,O,0.0,O
6,personnel,NNS,135,O,0.0,O
6, and ,CC,144,O,0.0,O
6,four,CD,149,O,0.0,O
6,terrorists,NNS,157,O,0.0,O
6,are,VBP,168,O,0.0,O
6,to,TO,181,O,0.0,O
6,have,VBP,184,O,0.0,O
6,been,VBN,189,O,0.0,O
6,killed,VBN,194,O,0.0,O
7,Gisela,NNP,0,O,0.0,O
7,Mota,NNP,7,O,0.0,O
7,Ocampo,NNP,12,O,0.0,O
7,mayor,NN,19,O,0.0,O
7,of,IN,25,O,0.0,O
7,Temixco,NNP,28,O,0.0,O
7, in ,IN,35,O,0.0,O
7,Mexicos,NNP,39,arg,1.0,O
7,Morelos,NNP,47,arg,1.0,O
7,state,NN,55,arg,1.0,O
7,is,VBZ,1,O,0.0,O
7,assassinated,VBN,64,O,0.0,relation
7,by,IN,77,O,0.0,relation
7,gunmen,NNS,80,arg,1.0,O
7,at,IN,57,O,0.0,O
7,her,PRP$,90,O,0.0,O
7,home,NN,94,O,0.0,O
7,less,JJR,99,O,0.0,O
7,than,IN,104,O,0.0,O
7, a ,DT,109,O,0.0,O
7,day,NN,111,O,0.0,O
7,after,IN,115,O,0.0,O
7,taking,VBG,121,O,0.0,O
7,office,NN,128,O,0.0,O
NNP,.,.,B-NP,O,0.0,O
7,Governor,NNP,144,O,0.0,O
7,Graco,NNP,153,O,0.0,O
7,RamArez,NN,159,O,0.0,O
7,attributed,VBD,167,O,0.0,O
7,Motas,NNP,178,O,0.0,O
7,killing,VBG,184,O,0.0,O
7,to,TO,192,O,0.0,O
7,organized,VBN,195,O,0.0,O
7,crime,NN,205,O,0.0,O
7,without,IN,211,O,0.0,O
7,citing,VBG,219,O,0.0,O
7,particular,JJ,228,O,0.0,O
7,drug,NN,239,O,0.0,O
7,cartel,NN,244,O,0.0,O
7, or ,CC,250,O,0.0,O
7,gang,NN,254,O,0.0,O
8,Armed,NNP,0,O,0.0,O
8,militiamen,NNS,6,O,0.0,O
8,including,VBG,17,O,0.0,O
8,members,NNS,27,O,0.0,O
8,of,IN,35,O,0.0,O
8,Bundy,NNP,38,O,0.0,O
8,family,NN,44,O,0.0,O
8,Nevada,NNP,54,arg,1.0,O
8,take,VB,61,O,0.0,O
8,over,IN,66,O,0.0,O
8, and ,CC,70,O,0.0,O
8,occupy,VB,75,O,0.0,O
8,headquarters,NN,82,arg,1.0,O
8,Malheur,NNP,98,O,0.0,O
8,National,NNP,106,O,0.0,O
8,Wildlife,NNP,115,O,0.0,O
8,Refuge,NNP,124,O,0.0,O
8,near,IN,131,O,0.0,O
8,Burns,NNP,136,O,0.0,O
8,Oregon,NNP,142,O,0.0,O
8,following,VBG,149,O,0.0,O
8, a ,DT,159,O,0.0,O
8,peaceful,JJ,161,O,0.0,O
8,rally,NN,170,O,0.0,O
8, in ,IN,175,O,0.0,O
8,support,NN,179,O,0.0,O
8,Dwight,NNP,190,O,0.0,O
8,Steve,NNP,201,O,0.0,O
8,Hammond,NNP,207,O,0.0,O
8,who,WP,215,O,0.0,O
8,were,VBD,219,O,0.0,O
8,convicted,VBN,224,O,0.0,O
8,arson,NN,237,O,0.0,O
8,2012,CD,246,O,0.0,O
8,for,IN,251,O,0.0,O
8,setting,VBG,255,O,0.0,O
8,fires,NNS,263,O,0.0,O
8, on ,IN,268,O,0.0,O
8,public,JJ,272,O,0.0,O
8,land,NN,279,O,0.0,O
8,adjacent,JJ,284,O,0.0,O
8,to,TO,293,O,0.0,O
8,their,PRP$,296,O,0.0,O
8,property,NN,302,O,0.0,O
9,The,DT,0,arg,1.0,O
9,Saudi,NNP,4,arg,1.0,O
9,Arabian,NNP,10,arg,1.0,O
9,government,NN,18,arg,1.0,O
9,executes,VBZ,29,O,0.0,O
9,47,CD,38,arg,1.0,O
9,people,NNS,41,arg,1.0,O
9,including,VBG,48,O,0.0,O
9,Sheikh,NNP,58,O,0.0,O
9,Nimr,NNP,65,O,0.0,O
9,alNimr,NN,70,O,0.0,O
9, a ,DT,77,O,0.0,O
9,prominent,JJ,79,O,0.0,O
9,Shia,NNP,89,O,0.0,O
9,Muslim,NNP,94,O,0.0,O
9,cleric,NN,101,O,0.0,O
9, and ,CC,107,O,0.0,O
9,leader,NN,112,O,0.0,O
9,of,IN,119,O,0.0,O
9,antigovernment,NN,122,O,0.0,O
9,opposition,NN,142,O,0.0,O
9,group,NN,153,O,0.0,O
PRP$,.,.,B-NP,O,0.0,O
9,execution,NN,164,O,0.0,O
9,generated,VBN,174,O,0.0,O
9,negative,JJ,184,O,0.0,O
9,worldwide,JJ,193,O,0.0,O
9,reactions,NNS,203,O,0.0,O
9,from,IN,213,O,0.0,O
9,politicians,NNS,218,O,0.0,O
9,religious,JJ,237,O,0.0,O
9,figures,NNS,247,O,0.0,O
10,The,DT,0,O,0.0,O
10,Islamic,NNP,4,O,0.0,O
10,State,NNP,12,O,0.0,O
10,of,IN,18,O,0.0,O
10,Iraq,NNP,21,arg,1.0,O
10, and ,CC,25,O,0.0,O
10,Levant,NNP,30,arg,1.0,O
10,claims,NNS,37,O,0.0,relation
10,responsibility,NN,44,O,0.0,O
10,for,IN,59,O,0.0,relation
10, a ,DT,63,O,0.0,O
10,suicide,NN,65,arg,1.0,O
10,bomb,NN,73,arg,1.0,O
10,attack,NN,78,arg,1.0,O
10, on ,IN,84,O,0.0,O
10,Iraqi,JJ,90,O,0.0,O
10,Army,NNP,96,O,0.0,O
10,base,NN,101,O,0.0,O
10,Camp,NNP,106,O,0.0,O
10,Speicher,NNP,111,O,0.0,O
10,now,RB,120,O,0.0,O
10,known,VBN,124,O,0.0,O
10, as ,IN,129,O,0.0,O
10,Tikrit,NNP,133,O,0.0,O
10,Air,NNP,140,O,0.0,O
10,Academy,NNP,144,O,0.0,O
10,near,IN,152,O,0.0,O
10,town,NN,157,O,0.0,O
10,north,RB,172,O,0.0,O
10,Baghdad,NNP,181,O,0.0,O
10,that,IN,189,O,0.0,O
10,killed,VBN,194,O,0.0,O
10,at,IN,14,O,0.0,O
10,least,JJS,204,O,0.0,O
10,fifteen,CD,210,O,0.0,O
10,injured,VBN,222,O,0.0,O
10,twentytwo,NN,230,O,0.0,O
11,Gunfire,NN,0,O,0.0,O
11, and ,CC,7,O,0.0,O
11,loud,JJ,12,arg,1.0,O
11,explosions,NNS,17,arg,1.0,O
11,are,VBP,28,O,0.0,O
11,heard,VBN,32,O,0.0,relation
11,at,IN,38,O,0.0,relation
11,an,DT,8,arg,1.0,O
11,Indian,NNP,44,arg,1.0,O
11,Air,NNP,51,arg,1.0,O
11,Force,NNP,55,arg,1.0,O
11,base,NN,61,arg,1.0,O
11, in ,IN,65,O,0.0,O
11,Pathankot,NNP,69,O,0.0,O
11,Punjab,NNP,79,O,0.0,O
11, as ,IN,85,O,0.0,O
11,antiterrorist,NN,89,O,0.0,O
11,operations,NNS,103,O,0.0,O
11,continue,VB,114,O,0.0,O
DT,.,.,O,O,0.0,O
11,further,JJ,126,O,0.0,O
11,two,CD,134,O,0.0,O
11,militants,NNS,138,O,0.0,O
11,for,IN,148,O,0.0,O
11, a ,DT,152,O,0.0,O
11,total,JJ,154,O,0.0,O
11,of,IN,160,O,0.0,O
11,six,CD,163,O,0.0,O
11,reported,VBD,171,O,0.0,O
11,have,VBP,183,O,0.0,O
11,been,VBN,188,O,0.0,O
11,killed,VBN,193,O,0.0,O
11,seven,CD,200,O,0.0,O
11,military,JJ,206,O,0.0,O
11,paramilitary,JJ,219,O,0.0,O
11,personnel,NNS,232,O,0.0,O
11,with,IN,275,O,0.0,O
11,up,IN,280,O,0.0,O
11,20,CD,286,O,0.0,O
11,other,JJ,289,O,0.0,O
11,security,NN,295,O,0.0,O
11,wounded,VBN,314,O,0.0,O
12,Fiji,NNP,0,arg,1.0,O
12,warns,VBZ,5,O,0.0,relation
12,residents,NNS,11,arg,1.0,O
12,to,TO,21,O,0.0,O
12,prepare,VB,24,O,0.0,O
12,for,IN,32,O,0.0,O
12,impact,NN,36,O,0.0,O
12,of,IN,43,O,0.0,O
12,severe,JJ,46,O,0.0,O
12,tropical,JJ,53,O,0.0,O
12,cyclone,NN,62,O,0.0,O
12,Ula,NNP,70,O,0.0,O
13,In,IN,0,O,0.0,O
13,US,PRP,3,arg,1.0,O
13,New,NNP,6,arg,1.0,O
13,York,NNP,10,arg,1.0,O
13,Governor,NNP,15,arg,1.0,O
13,Andrew,NNP,24,arg,1.0,O
13,M.,NNP,31,arg,1.0,O
13,Cuomo,NNP,34,arg,1.0,O
13,orders,NNS,40,O,0.0,O
13,communities,NNS,47,O,0.0,O
13,statewide,JJ,59,O,0.0,O
13,to,TO,69,O,0.0,O
13,place,NN,72,O,0.0,relation
13,homeless,JJ,78,arg,1.0,O
13,people,NNS,87,arg,1.0,O
13, in ,IN,93,O,0.0,relation
13,shelters,NNS,97,arg,1.0,O
13,when,WRB,106,O,0.0,O
13,temperatures,NNS,111,O,0.0,O
13,reach,VB,124,O,0.0,O
13,freezing,VBG,130,O,0.0,O
14,The,DT,0,arg,1.0,O
14,United,NNP,4,arg,1.0,O
14,Kingdom,NNP,11,arg,1.0,O
14,designates,VBZ,19,O,0.0,relation
14,Ascension,NNP,30,arg,1.0,O
14,Island,NNP,40,arg,1.0,O
14, and ,CC,46,O,0.0,O
14,its,PRP$,51,O,0.0,O
14,surrounding,VBG,55,O,0.0,O
14,waters,NNS,67,O,0.0,O
14, in ,IN,73,O,0.0,O
14,Atlantic,NNP,77,O,0.0,O
14,Ocean,NNP,86,O,0.0,O
14, as ,IN,91,O,0.0,O
14, a ,DT,95,O,0.0,O
14,Marine,NNP,97,O,0.0,O
14,protected,VBN,104,O,0.0,O
14,area,NN,114,O,0.0,O
DT,.,.,B-NP,O,0.0,O
14,reserve,NN,124,O,0.0,O
14,will,MD,132,O,0.0,O
14,be,VB,137,O,0.0,O
14,almost,RB,140,O,0.0,O
14,big,JJ,150,O,0.0,O
14,UK,NNP,157,O,0.0,O
14,with,IN,160,O,0.0,O
14,just,RB,165,O,0.0,O
14,over,IN,170,O,0.0,O
14,half,NN,175,O,0.0,O
14,of,IN,180,O,0.0,O
14,completely,RB,198,O,0.0,O
14,closed,VBD,209,O,0.0,O
14,to,TO,216,O,0.0,O
14,fishing,NN,219,O,0.0,O
15,Northkorea,NNP,0,arg,1.0,O
15,may,MD,11,O,0.0,O
15,be,VB,15,O,0.0,O
15,preparing,VBG,18,O,0.0,relation
15,for,IN,28,O,0.0,relation
15,an,DT,32,arg,1.0,O
15,imminent,JJ,35,arg,1.0,O
15,thermonuclear,JJ,44,arg,1.0,O
15,weapon,NN,58,arg,1.0,O
15,test,NN,65,arg,1.0,O
15,at,IN,70,O,0.0,O
15,its,PRP$,73,O,0.0,O
15,Punggyeri,NNP,77,O,0.0,O
15,Nuclear,NNP,87,O,0.0,O
15,Test,NNP,95,O,0.0,O
15,Site,NNP,100,O,0.0,O
15,located,VBN,105,O,0.0,O
15, in ,IN,112,O,0.0,O
15,countrys,NNS,116,O,0.0,O
15,Hamgyong,NNP,131,O,0.0,O
15,Province,NNP,140,O,0.0,O
15,where,WRB,149,O,0.0,O
15,previous,JJ,155,O,0.0,O
15,tests,NNS,164,O,0.0,O
15,took,VBD,170,O,0.0,O
15,place,NN,175,O,0.0,O
15,2006,CD,184,O,0.0,O
15,2009,CD,189,O,0.0,O
15, and ,CC,193,O,0.0,O
15,2013,CD,198,O,0.0,O
15,according,VBG,203,O,0.0,O
15, a ,DT,216,O,0.0,O
15,South,NNP,218,O,0.0,O
15,Korean,JJ,224,O,0.0,O
15,military,JJ,231,O,0.0,O
15,report,NN,240,O,0.0,O
16,Saudi,NNP,0,arg,1.0,O
16,Arabia,NNP,6,arg,1.0,O
16,breaks,NNS,13,arg,1.0,O
16,off,IN,20,O,0.0,relation
16,diplomatic,JJ,24,arg,1.0,O
16,relations,NNS,35,arg,1.0,O
16,with,IN,45,O,0.0,O
16,Iran,NNP,50,O,0.0,O
16,after,IN,55,O,0.0,O
16,Sheikh,NNP,61,O,0.0,O
16,Nimrs,NNP,68,O,0.0,O
16,execution,NN,74,O,0.0,O
16, and ,CC,83,O,0.0,O
16,an,DT,52,O,0.0,O
16,attack,NN,91,O,0.0,O
16, on ,IN,97,O,0.0,O
16,embassy,NN,107,O,0.0,O
16, in ,IN,114,O,0.0,O
16,Tehran,NNP,118,O,0.0,O
17,Two,CD,0,arg,1.0,O
17,suspects,VBZ,4,arg,1.0,O
17,are,VBP,13,O,0.0,O
17,killed,VBN,17,O,0.0,relation
17, in ,IN,23,O,0.0,relation
17, a ,DT,27,O,0.0,O
17,clash,NN,29,arg,1.0,O
17,with,IN,35,O,0.0,O
17,police,NN,40,O,0.0,O
17, and ,CC,46,O,0.0,O
17,three,CD,51,O,0.0,O
17,others,NNS,57,O,0.0,O
17,arrested,VBN,68,O,0.0,O
17,connection,NN,80,O,0.0,O
17,yesterdays,NNS,96,O,0.0,O
17,assassination,NN,107,O,0.0,O
17,of,IN,121,O,0.0,O
17,Temixco,NNP,124,O,0.0,O
17,Moreloss,NNP,132,O,0.0,O
17,newly,RB,141,O,0.0,O
17,inaugurated,VBN,147,O,0.0,O
17,mayor,NN,159,O,0.0,O
17,Gisela,NNP,165,O,0.0,O
17,Mota,NNP,172,O,0.0,O
17,Ocampo,NNP,177,O,0.0,O
NNP,.,.,B-NP,O,0.0,O
17,Graco,NNP,194,O,0.0,O
17,RamArez,NN,200,O,0.0,O
17,who,WP,208,O,0.0,O
17,attributed,VBD,212,O,0.0,O
17,Motas,NNP,223,O,0.0,O
17,killing,VBG,229,O,0.0,O
17,to,TO,237,O,0.0,O
17,organized,VBN,240,O,0.0,O
17,crime,NN,250,O,0.0,O
17,calls,VBZ,256,O,0.0,O
17,for,IN,262,O,0.0,O
17,days,NNS,102,O,0.0,O
17,mourning,VBG,280,O,0.0,O
18,Two,CD,0,arg,1.0,O
18,Sunni,NNP,4,arg,1.0,O
18,mosques,NNS,10,arg,1.0,O
18,are,VBP,18,O,0.0,O
18,bombed,VBN,22,O,0.0,relation
18, in ,IN,28,O,0.0,relation
18,central,JJ,32,arg,1.0,O
18,Iraq,NNP,40,arg,1.0,O
18, and ,CC,44,O,0.0,O
18, a ,DT,49,O,0.0,O
18,muezzin,NN,51,O,0.0,O
18,is,VBZ,59,O,0.0,O
18,killed,VBN,62,O,0.0,O
18,amid,IN,69,O,0.0,O
18,fears,NNS,74,O,0.0,O
18,of,IN,80,O,0.0,O
18,renewals,NNS,83,O,0.0,O
18,sectarian,JJ,95,O,0.0,O
18,strife,NN,105,O,0.0,O
18,following,VBG,112,O,0.0,O
18,Saudi,NNP,122,O,0.0,O
18,Arabias,NNP,128,O,0.0,O
18,execution,NN,136,O,0.0,O
18,Shiite,NNP,149,O,0.0,O
18,cleric,NN,156,O,0.0,O
18,Nimr,NNP,163,O,0.0,O
18,alNimr,NN,168,O,0.0,O
19,The,DT,0,O,0.0,O
19,Islamic,NNP,4,O,0.0,O
19,State,NNP,12,O,0.0,O
19,of,IN,18,O,0.0,O
19,Iraq,NNP,21,arg,1.0,O
19, and ,CC,25,O,0.0,O
19,Levant,NNP,30,arg,1.0,O
19,releases,NNS,37,O,0.0,relation
19, a ,DT,46,O,0.0,O
19,video,NN,48,arg,1.0,O
19,showing,VBG,54,O,0.0,O
19,killing,VBG,62,O,0.0,O
19,five,CD,73,O,0.0,O
19,men,NNS,78,O,0.0,O
19,accused,VBN,82,O,0.0,O
19,committing,VBG,93,O,0.0,O
19,espionage,NN,104,O,0.0,O
19, on ,IN,113,O,0.0,O
19,militant,JJ,117,O,0.0,O
19,group,NN,126,O,0.0,O
19,for,IN,132,O,0.0,O
19,United,NNP,136,O,0.0,O
19,Kingdom,NNP,143,O,0.0,O
DT,.,.,B-NP,O,0.0,O
19,British,JJ,156,O,0.0,O
19,Foreign,NNP,164,O,0.0,O
19,Commonwealth,NNP,176,O,0.0,O
19,Office,NNP,189,O,0.0,O
19,released,VBN,196,O,0.0,O
19,statement,NN,207,O,0.0,O
19,saying,VBG,217,O,0.0,O
19,that,IN,224,O,0.0,O
19,they,PRP,229,O,0.0,O
19,are,VBP,234,O,0.0,O
19,examining,VBG,238,O,0.0,O
19,content,NN,248,O,0.0,O
19,Video,NNP,259,O,0.0,O
20,Five,CD,0,O,0.0,O
20,of,IN,5,O,0.0,O
20,terrorists,NNS,8,arg,1.0,O
20,who,WP,19,O,0.0,O
20,attacked,VBN,23,O,0.0,relation
20,an,DT,32,arg,1.0,O
20,Indian,NNP,35,arg,1.0,O
20,Air,NNP,42,arg,1.0,O
20,Force,NNP,46,arg,1.0,O
20,base,NN,52,arg,1.0,O
20, in ,IN,56,O,0.0,O
20,Pathankot,NNP,60,O,0.0,O
20,Punjab,NNP,70,O,0.0,O
20,are,VBP,77,O,0.0,O
20,reported,VBD,81,O,0.0,O
20,to,TO,90,O,0.0,O
20,have,VBP,93,O,0.0,O
20,been,VBN,98,O,0.0,O
20,killed,VBN,103,O,0.0,O
20,moppingup,NN,110,O,0.0,O
20, and ,CC,119,O,0.0,O
20,search,NN,124,O,0.0,O
20,operations,NNS,131,O,0.0,O
20,continue,VB,142,O,0.0,O
NNP,.,.,B-NP,O,0.0,O
20,Security,NNP,161,O,0.0,O
20,Guard,NNP,170,O,0.0,O
20,officials,NNS,176,O,0.0,O
20,state,NN,186,O,0.0,O
20,Operations,NNP,192,O,0.0,O
20,will,MD,203,O,0.0,O
20,until,IN,217,O,0.0,O
20,air,NN,223,O,0.0,O
20,is,VBZ,14,O,0.0,O
20,made,VBN,235,O,0.0,O
20,safe,JJ,240,O,0.0,O
21,The,DT,0,O,0.0,O
21,Islamic,NNP,4,O,0.0,O
21,State,NNP,12,O,0.0,O
21,of,IN,18,O,0.0,O
21,Iraq,NNP,21,O,0.0,O
21, and ,CC,25,O,0.0,O
21,Levants,NNP,30,O,0.0,O
21,branch,NN,38,O,0.0,O
21, in ,IN,44,O,0.0,O
21,Libya,NNP,48,O,0.0,O
21,attacks,NNS,54,O,0.0,O
21,Libyan,JJ,62,O,0.0,O
21,oil,NN,69,O,0.0,O
21,Port,NNP,73,O,0.0,O
21,sidra,NN,81,O,0.0,O
21,which,WDT,87,O,0.0,O
21,is,VBZ,93,O,0.0,O
21,Libyas,NNP,96,O,0.0,O
21,largest,JJS,103,O,0.0,O
21,depot,NN,115,O,0.0,O
CD,.,.,B-NP,O,0.0,O
21,members,NNS,126,O,0.0,O
21,Petrol,NNP,137,arg,1.0,O
21,Facilities,NNPS,144,arg,1.0,O
21,Guard,NNP,155,arg,1.0,O
21,militia,NN,161,arg,1.0,O
21,defending,VBG,178,O,0.0,relation
21,Sidra,NNP,188,arg,1.0,O
21,were,VBD,194,O,0.0,O
21,reportedly,RB,199,O,0.0,O
21,killed,VBN,210,O,0.0,O
21,clashes,NNS,220,O,0.0,O
22,Trading,NN,0,O,0.0,O
22, on ,IN,7,O,0.0,O
22,Shanghai,NNP,11,O,0.0,O
22,Stock,NNP,20,arg,1.0,O
22,Exchange,NNP,26,arg,1.0,O
22, and ,CC,34,O,0.0,O
22,Shenzhen,NNP,39,arg,1.0,O
22,are,VBP,63,O,0.0,O
22,suspended,VBN,67,O,0.0,relation
22,for,IN,77,O,0.0,relation
22,day,NN,81,arg,1.0,O
22,after,IN,85,O,0.0,O
22,stock,NN,91,O,0.0,O
22,indices,NNS,97,O,0.0,O
22,plummeted,VBD,105,O,0.0,O
22,by,IN,115,O,0.0,O
22,six,CD,118,O,0.0,O
